timestamp,player,ai,result,agent
2025-05-24T00:06:28.625884,p,p,draw,MarkovChainAgent
2025-05-24T00:06:29.371885,s,p,win,PatternMatchAgent
2025-05-24T00:06:29.823881,r,r,draw,MarkovChainAgent
2025-05-24T00:06:30.316752,s,p,win,TransitionMatrixAgent
2025-05-24T00:06:30.754754,r,r,draw,MarkovChainAgent
2025-05-24T00:06:31.450753,p,p,draw,MarkovChainAgent
2025-05-24T00:06:31.957752,s,r,lose,MarkovChainAgent
2025-05-24T00:06:32.342750,r,r,draw,MarkovChainAgent
2025-05-24T00:06:33.068357,p,p,draw,MarkovChainAgent
2025-05-24T00:06:33.429356,s,r,lose,MarkovChainAgent
2025-05-24T00:06:33.852360,r,r,draw,MarkovChainAgent
2025-05-24T00:06:34.642468,p,p,draw,MarkovChainAgent
2025-05-24T00:06:35.382206,s,r,lose,MarkovChainAgent
2025-05-24T00:06:35.731207,r,p,lose,svm_classifier
2025-05-24T00:06:36.337209,s,s,draw,svm_classifier
2025-05-24T00:06:36.811125,r,p,lose,svm_classifier
2025-05-24T00:06:37.542401,p,s,lose,svm_classifier
2025-05-24T00:06:38.080398,s,r,lose,svm_classifier
2025-05-24T00:06:38.492398,r,p,lose,svm_classifier
2025-05-24T00:06:39.009588,s,s,draw,svm_classifier
2025-05-24T00:06:39.587058,s,p,win,BayesPredictorAgent
2025-05-24T00:06:39.930058,s,r,lose,MarkovChainAgent
2025-05-24T00:06:40.288056,s,r,lose,svm_classifier
2025-05-24T16:52:44.968031,r,r,draw,Agent1
2025-05-24T16:52:48.676210,p,r,win,Agent1
2025-05-24T16:52:49.300389,s,r,lose,Agent1
2025-05-24T16:52:49.899642,r,r,draw,Agent1
2025-05-24T16:52:50.392302,s,r,lose,Agent1
2025-05-24T16:52:51.335685,r,r,draw,Agent1
2025-05-24T16:52:52.337066,p,p,draw,Agent7
2025-05-24T16:52:52.779729,s,r,lose,Agent7
2025-05-24T16:52:53.221129,r,r,draw,Agent7
2025-05-24T16:52:53.983319,p,p,draw,Agent7
2025-05-24T16:52:54.347898,s,r,lose,Agent7
2025-05-24T16:52:54.733020,r,r,draw,Agent7
2025-05-24T16:52:55.181992,s,p,win,Agent7
2025-05-24T16:52:55.580118,r,s,win,Agent32
2025-05-24T16:52:56.257405,p,p,draw,Agent7
2025-05-24T16:52:56.682112,s,r,lose,Agent27
2025-05-24T16:52:57.102329,r,p,lose,Agent7
2025-05-24T16:52:57.484319,r,r,draw,Agent27
2025-05-24T16:52:58.854108,r,p,lose,Agent27
2025-05-24T16:52:59.258279,s,p,win,Agent27
2025-05-24T16:52:59.608307,r,r,draw,Agent25
2025-05-24T16:53:00.420979,p,r,win,Agent25
2025-05-24T16:53:00.839204,s,r,lose,Agent7
2025-05-24T16:53:01.416380,r,r,draw,Agent29
2025-05-24T16:53:01.830053,s,r,lose,Agent32
2025-05-24T16:53:02.226253,r,r,draw,Agent29
2025-05-24T16:53:02.678957,r,s,win,Agent11
2025-05-24T16:53:03.938555,s,p,win,Agent29
2025-05-24T16:53:04.386983,r,p,lose,Agent5
2025-05-24T16:53:04.891901,r,p,lose,Agent5
2025-05-24T16:53:05.526153,p,p,draw,Agent5
2025-05-24T16:53:06.020781,s,p,win,Agent4
2025-05-24T16:53:06.552794,r,p,lose,Agent5
2025-05-24T16:53:07.310184,p,p,draw,Agent5
2025-05-24T16:53:07.836959,s,r,lose,Agent5
2025-05-24T16:53:08.443093,s,p,win,Agent2
2025-05-24T16:53:09.115814,r,p,lose,Agent5
2025-05-24T16:53:09.615527,s,p,win,Agent5
2025-05-24T16:53:10.046689,r,p,lose,Agent7
2025-05-24T16:53:10.486335,s,s,draw,Agent10
2025-05-24T16:53:10.893927,r,p,lose,Agent10
2025-05-24T16:53:11.342055,s,s,draw,Agent10
2025-05-24T16:53:12.031896,p,p,draw,Agent10
2025-05-24T16:53:12.537607,p,s,lose,Agent21
2025-05-24T16:53:13.874455,p,p,draw,Agent10
2025-05-24T16:53:14.478249,s,p,win,Agent10
2025-05-24T16:53:14.992647,r,r,draw,Agent21
2025-05-24T16:53:15.386331,s,s,draw,Agent21
2025-05-24T16:53:15.856472,r,p,lose,Agent21
2025-05-24T16:53:16.262639,s,s,draw,Agent11
2025-05-24T16:53:17.143730,p,p,draw,Agent21
2025-05-24T16:53:18.476252,s,s,draw,Agent21
2025-05-24T16:53:19.119592,p,s,lose,Agent21
2025-05-24T16:53:19.541230,s,r,lose,Agent21
2025-05-24T16:53:19.910462,r,p,lose,Agent21
2025-05-24T16:53:20.386164,r,p,lose,Agent21
2025-05-24T16:53:20.764806,r,s,win,Agent21
2025-05-24T16:53:21.083951,r,p,lose,Agent37
2025-05-24T16:53:21.374013,r,p,lose,Agent37
2025-05-24T16:53:21.877055,r,p,lose,Agent37
2025-05-24T16:53:22.499758,p,p,draw,Agent21
2025-05-24T16:53:22.885911,s,s,draw,Agent37
2025-05-24T16:53:23.282534,r,r,draw,Agent37
2025-05-24T16:53:23.646678,s,p,win,Agent37
2025-05-24T16:53:24.749638,s,p,win,Agent2
2025-05-24T16:53:25.334823,p,r,win,Agent21
2025-05-24T16:53:25.713939,s,s,draw,Agent20
2025-05-24T16:53:26.124106,r,p,lose,Agent20
2025-05-24T16:53:26.710416,s,p,win,Agent20
2025-05-24T16:53:27.392190,p,p,draw,Agent7
2025-05-24T16:53:27.803363,s,s,draw,Agent21
2025-05-24T16:53:28.228844,r,p,lose,Agent7
2025-05-24T16:53:28.949639,p,r,win,Agent8
2025-05-24T16:53:29.348740,s,r,lose,Agent5
2025-05-24T16:53:29.834613,r,p,lose,Agent7
2025-05-24T16:53:30.521196,p,p,draw,Agent7
2025-05-24T16:53:30.976284,s,r,lose,Agent26
2025-05-24T16:53:31.450972,r,p,lose,Agent26
2025-05-24T16:53:32.057174,p,p,draw,Agent18
2025-05-24T16:53:32.624259,s,r,lose,Agent7
2025-05-24T16:53:33.118957,r,p,lose,Agent31
2025-05-24T16:53:33.697085,p,p,draw,Agent18
2025-05-24T16:53:34.182244,s,p,win,Agent18
2025-05-24T16:53:34.664992,r,p,lose,Agent26
2025-05-24T16:53:35.264523,p,r,win,Agent1
2025-05-24T16:53:35.756168,s,r,lose,Agent26
2025-05-24T16:53:36.204825,r,p,lose,Agent26
2025-05-24T16:53:36.861078,p,s,lose,Agent26
2025-05-24T16:53:37.273163,s,r,lose,Agent26
2025-05-24T16:53:38.506188,r,r,draw,Agent8
2025-05-24T16:53:39.254006,p,s,lose,Agent26
2025-05-24T16:53:39.770665,s,r,lose,Agent26
2025-05-24T16:53:40.250332,r,p,lose,Agent26
2025-05-24T16:53:40.976225,p,s,lose,Agent26
2025-05-24T16:53:41.412374,s,r,lose,Agent35
