timestamp,player,ai,result,agent
2025-05-19T20:49:43.305516,p,p,draw,FrequencyCounterAgent
2025-05-19T20:49:43.922515,s,r,lose,knn_predictor
2025-05-19T20:49:44.485232,s,r,lose,FrequencyCounterAgent
2025-05-19T20:49:44.933232,s,r,lose,FrequencyCounterAgent
2025-05-19T20:49:45.330329,s,r,lose,FrequencyCounterAgent
2025-05-19T20:49:45.643329,s,r,lose,FrequencyCounterAgent
2025-05-19T20:49:45.943330,s,r,lose,FrequencyCounterAgent
2025-05-19T20:49:46.244331,s,r,lose,FrequencyCounterAgent
2025-05-19T20:49:46.533731,s,r,lose,FrequencyCounterAgent
2025-05-19T20:49:47.007789,s,p,win,PatternMatchAgent
2025-05-19T21:00:52.646443,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:05.541154,p,r,win,AlwaysRockAgent
2025-05-19T21:01:07.489840,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:10.357904,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:12.213012,p,r,win,AlwaysRockAgent
2025-05-19T21:01:13.382620,s,r,lose,BayesPredictorAgent
2025-05-19T21:01:14.968355,r,p,lose,attention_agent
2025-05-19T21:01:16.222382,p,r,win,AlwaysRockAgent
2025-05-19T21:01:17.715200,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:19.069022,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:20.839884,p,r,win,AlwaysRockAgent
2025-05-19T21:01:22.582739,s,p,win,AlwaysPaperAgent
2025-05-19T21:01:24.022236,r,p,lose,AlwaysPaperAgent
2025-05-19T21:01:26.063203,p,p,draw,AlwaysPaperAgent
2025-05-19T21:01:28.181477,s,r,lose,rnn_predictor
2025-05-19T21:01:30.789336,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:32.170536,p,p,draw,knn_predictor
2025-05-19T21:01:33.804533,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:35.036581,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:36.522061,p,r,win,AlwaysRockAgent
2025-05-19T21:01:37.752115,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:39.045649,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:40.469474,p,s,lose,rnn_predictor
2025-05-19T21:01:41.873381,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:44.120052,r,p,lose,AlwaysPaperAgent
2025-05-19T21:01:46.710232,p,r,win,AlwaysRockAgent
2025-05-19T21:01:47.891995,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:49.416324,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:50.813768,p,r,win,AlwaysRockAgent
2025-05-19T21:01:51.969452,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:53.731514,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:54.733496,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:55.358778,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:55.973783,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:56.828925,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:57.835276,r,r,draw,AlwaysRockAgent
2025-05-19T21:01:58.444945,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:59.050945,s,r,lose,AlwaysRockAgent
2025-05-19T21:01:59.650785,r,p,lose,PatternMatchAgent
2025-05-19T21:02:02.536941,p,p,draw,AlwaysPaperAgent
2025-05-19T21:02:04.218592,p,r,win,AlwaysRockAgent
2025-05-19T21:02:05.556338,p,r,win,AlwaysRockAgent
2025-05-19T21:02:07.081412,s,r,lose,BayesPredictorAgent
2025-05-19T21:02:07.753856,r,r,draw,BayesPredictorAgent
